chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
健康與保障 / Health & Protection,醫療與健康 / Medical Care & Health,purification,n.,洗淨；淨化,Water purification systems are installed in the new clinic.,新診所裝設了淨水系統。
健康與保障 / Health & Protection,醫療與健康 / Medical Care & Health,side effect,n.,（藥物之）副作用,Drowsiness is a common side effect of this medicine.,嗜睡是這種藥常見的副作用。
健康與保障 / Health & Protection,醫療與健康 / Medical Care & Health,surgery,n.,（外科）手術,He had surgery to repair a torn ligament.,他做手術修復撕裂的韌帶。
健康與保障 / Health & Protection,醫療與健康 / Medical Care & Health,trauma,n.,外傷；心靈的傷,The accident caused physical trauma and ongoing anxiety.,這起意外造成身體創傷，也帶來持續焦慮。
健康與保障 / Health & Protection,醫療與健康 / Medical Care & Health,waive,v.,放棄；棄權,The hospital agreed to waive the registration fee for seniors.,醫院同意為長者免收掛號費。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,appliance,n.,設備；器具；工具；家用電器,Make sure all kitchen appliances are turned off before you leave.,離開前請確認所有廚房家電都已關閉。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,burglar,n.,竊賊；夜間入屋行竊的小偷,The burglar broke in through an unlocked window.,竊賊從沒上鎖的窗戶闖入。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,community,n.,社區,Our community has a shared garden and a small library.,我們社區有共用花園和小型圖書館。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,electronics,n.,電子學,Electronics should be kept away from water to avoid damage.,電子產品應遠離水源以免損壞。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,fire extinguisher,n.,滅火器,A fire extinguisher is located next to the emergency exit.,緊急出口旁放有滅火器。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,furniture,n.,傢俱,They bought new furniture for the living room.,他們為客廳添購了新家具。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,garbage disposal,n.,垃圾處理機,The sink has a garbage disposal for food waste.,水槽有廚餘處理器可處理食物殘渣。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,landlord,n.,地主；房東,The landlord will repair the leaking roof this week.,房東這週會修理漏水的屋頂。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,laundry,n.,洗衣店；要洗或已洗好的衣物,I do laundry every Sunday night.,我每週日晚上洗衣服。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,lease,n./v.,租約；出租；租用,We signed a one-year lease for the apartment.,我們簽了一年期的租約。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,mattress,n.,床墊,The mattress is too soft for my back.,這張床墊對我的背來說太軟了。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,mortgage,n./v.,抵押貨（借）款,They applied for a mortgage to buy their first home.,他們申請房貸來買第一間房子。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,ornament,n./v.,裝飾品,She hung a small ornament on the door for the holidays.,她在門上掛了一個小裝飾迎接節日。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,plumbing,n.,水管設施,Plumbing problems can cause serious water damage.,管線問題可能造成嚴重的漏水損害。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,possession,n.,所有；個人財產,All my possessions fit into two suitcases.,我所有的家當只裝得下兩個行李箱。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,real estate,n.,不動產,Real estate prices have risen sharply in this area.,這一帶的房地產價格大幅上漲。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,renovate,v.,更新；修復；恢復,They plan to renovate the kitchen next month.,他們計畫下個月整修廚房。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,rural,adj.,鄉下,He grew up in a rural village far from the city.,他在遠離城市的鄉村長大。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,apt,adj.,適當的;易於...的,Her explanation was apt and addressed the main issue.,她的說明很貼切，切中要點。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,appraise,v.,評價;鑑定,The bank will appraise the house before approving the loan.,銀行在核貸前會先估價房屋。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,architect,n.,建築師,The architect designed an open-plan office layout.,建築師設計了開放式的辦公格局。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,condominium,n.,公寓大樓,They bought a condominium near the MRT station.,他們在捷運站附近買了一間公寓大樓住宅。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,drain,n./v.,排水;排出,The bathroom drain is clogged and needs cleaning.,浴室排水孔堵住了，需要清理。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,electrician,n.,電工;電氣技師,An electrician came to fix the power outage.,電工來處理停電問題。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,fixture,n.,固定設備,The light fixtures in the hallway were replaced yesterday.,走廊的燈具昨天已換新。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,heater,n.,暖氣機;加熱器,Turn on the heater if the room gets too cold.,房間太冷的話就把暖氣打開。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,inspector,n.,檢查員;視察員,The inspector checked the building for safety violations.,稽查員檢查大樓是否有安全違規。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,locksmith,n.,鎖匠,We called a locksmith after we lost the key.,我們弄丟鑰匙後叫了鎖匠來開門。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,maintain,v.,維護;保養,It’s important to maintain the air conditioner regularly.,定期保養冷氣很重要。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,property,n.,財產;房產,The property includes a parking space and a storage room.,這處房產包含一個車位和一間儲藏室。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,residence,n.,住所;住宅,This residence is close to schools and supermarkets.,這個住宅區靠近學校和超市。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,resident,n./adj.,居民;居留者,Each resident must register with the building management office.,每位住戶都必須向大樓管理室登記。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,sewage,n.,污水;污物,The city upgraded its sewage system to prevent flooding.,市政府升級汙水系統以防淹水。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,utility,n.,公用事業;水電瓦斯,Electricity and water are basic utilities in every home.,電和自來水是每個家庭的基本公用事業服務。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,ventilate,v.,通風,Please ventilate the room after painting the walls.,粉刷牆面後請保持室內通風。
生活與移動 / Daily Life & Mobility,住宿與居住 / Housing & Accommodation,zone,n./v.,地區;地帶,This area is zoned for residential use only.,這一區只劃為住宅用地。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,anxious,adj.,焦慮的;擔心的,"She sounded anxious about the deadline, so I reassured her we were on track.",她對截止日看起來很焦慮，所以我安慰她說我們進度正常。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,awkward,adj.,笨拙的;尷尬的,There was an awkward silence after the client rejected the proposal.,客戶拒絕提案後，現場出現一陣尷尬的沉默。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,boredom,n.,厭煩;無聊,Boredom set in during the long waiting time at the airport.,在機場漫長的等待中，無聊感逐漸湧上來。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,confidence,n.,信心;信賴,His confidence grew after he successfully led the presentation.,他成功主導簡報後，自信心提升了。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,conservative,adj./n.,保守的;守舊的,The company takes a conservative approach to investing in new markets.,公司對新市場投資採取保守做法。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,delighted,adj.,感到高興的,She was delighted to hear that her application had been approved.,她聽到申請獲准的消息時非常開心。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,distress,n./v.,悲痛；貧困；危難,The customer called in distress after her order was sent to the wrong address.,客戶因訂單寄錯地址而焦急來電求助。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,enthusiastic,adj.,熱心的；狂熱的,Everyone was enthusiastic about the new product launch.,大家對新品上市都很熱情。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,esteem,n./v.,（1）好評；尊敬 （2） 極看重；尊重,"The manager praised her work, which boosted her self-esteem.",主管稱讚她的工作，增強了她的自尊心。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,fascination,n.,入迷；著迷；強烈吸引力；魅力,He spoke with fascination about the company’s future plans.,他帶著著迷的語氣談起公司的未來規劃。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,gloomy,adj.,幽暗的；令人沮喪的；憂鬱的；沒有希望的,"The weather turned gloomy, and the outdoor event was postponed.",天氣變得陰沉，戶外活動因此延期。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,impartial,adj.,不偏袒；無偏見的；公正的,We need an impartial reviewer to evaluate both proposals fairly.,我們需要一位公正的審查者來公平評估兩份提案。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,impulsive,adj.,衝動的,She made an impulsive purchase during the flash sale.,她在限時特賣時衝動買了東西。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,irritated,adj.,被激怒的；發炎的；疼痛的,He looked irritated when the meeting kept running over time.,會議一再超時，他看起來有些不耐煩。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,mad,adj.,發瘋的；瘋狂的；著迷的；愚蠢的；生氣的,I was mad that the shipment arrived damaged.,我很生氣貨物到貨時已經損壞。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,objective,n./adj.,目標；客觀的,Our objective is to reduce costs without affecting quality.,我們的目標是在不影響品質的前提下降低成本。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,panic,n./v.,恐慌；使恐慌,He felt panic when he couldn’t find his passport at check-in.,他在報到時找不到護照，當下非常慌張。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,prejudice,n./v.,偏見；歧視,Prejudice in hiring decisions can harm workplace diversity.,招募時的偏見會傷害職場多元性。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,repulsive,adj.,使人反感的；令人厭惡的,The smell from the trash room was repulsive.,垃圾間的味道令人作嘔。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,tranquility,n.,平靜的；安寧,"After a busy week, I enjoyed the tranquility of a quiet café.",忙了一週後，我享受安靜咖啡館的寧靜。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,ambition,n.,雄心；野心,Her ambition is to become a regional manager within three years.,她的雄心是三年內成為區域經理。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,attraction,n.,吸引力；吸引人之物,The attraction of the offer was the flexible working hours.,這份工作最吸引人的是彈性的工時。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,contentment,n.,滿意；滿足,He felt real contentment after finishing the project smoothly.,專案順利完成後，他感到踏實的滿足。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,despair,n./v.,絕望；使人絕望的事物,She was in despair after losing the contract to a competitor.,合約被競爭對手搶走後，她陷入絕望。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,devoted,adj.,摯愛的；忠實的；熱忱的,He is devoted to customer service and always follows up quickly.,他很投入客戶服務，總是迅速追蹤處理。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,disposition,n.,傾向；性格；氣質；性情,Her calm disposition helps the team stay focused under pressure.,她沉穩的性情讓團隊在壓力下仍能保持專注。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,elegant,adj.,高雅的；有品味的；上等的,The hotel lobby had an elegant design.,飯店大廳的設計很高雅。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,entice,v.,誘惑；引誘,The ad is designed to entice new customers to try the service.,這支廣告旨在吸引新客戶試用服務。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,fancy,adj./n./v.,精心設計的；特技的；花俏的；昂貴的,I didn’t fancy working overtime again this weekend.,我不太想這週末又加班。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,fondness,n.,鍾愛；溺愛；嗜好；癖好,He spoke with fondness about his first job.,他帶著懷念的心情談起第一份工作。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,hideous,adj.,醜的嚇人；不忍睹的；醜惡的；可憎的,The building’s exterior looked hideous after years without maintenance.,這棟建築多年缺乏維護後外觀變得很難看。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,impression,n.,意念；印象；不太明確的感覺或想法,The client got a good impression from our quick response.,客戶對我們快速回應留下好印象。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,instinct,n.,天性；本能；直覺,My instinct told me to double-check the figures.,直覺告訴我應該再核對一次數字。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,jealous,adj.,嫉妒的；羡慕的；唯恐失去的,She felt jealous when her coworker got the promotion.,同事升遷時，她感到有點嫉妒。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,nasty,adj.,骯髒的；不道德的；惡毒的；令人不愉快的；嚴重的,Don’t use such nasty language in a professional email.,在正式郵件裡不要用那麼難聽的字眼。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,optimistic,adj.,樂觀的,He remains optimistic despite the temporary setback.,儘管遇到短暫挫折，他仍保持樂觀。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,perceive,v.,感知；察覺；理會,I didn’t perceive any problems with the new system.,我沒有察覺新系統有什麼問題。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,provoke,v.,激怒；引起；激起,His comments might provoke a negative reaction from the team.,他的發言可能會引起團隊的反感。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,startle,v.,驚嚇；使嚇一跳,The sudden alarm startled everyone in the office.,突如其來的警報聲嚇了辦公室所有人一跳。
健康與保障 / Health & Protection,情緒與心理狀態 / Emotions & Mental States,upset,v./adj./n.,使心煩意亂；使不舒服；使失敗；打翻,She was upset about the last-minute change to the schedule.,她對臨時更改時程感到很不開心。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,absurd,adj.,荒謬的；不合理的；違反常理的,That explanation is absurd and doesn’t match the data.,那種說法太荒謬，和數據不符。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,adequate,adj.,足夠的；適當的,The current staffing level is adequate for daily operations.,目前人力足以應付日常運作。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,ample,adj.,廣大的；寬敞的；充足的,We have ample time to finalize the proposal.,我們有充裕的時間完成提案。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,decent,adj.,合宜的；得體的；適當的,He did a decent job handling the customer complaint.,他處理客訴做得還算不錯。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,dreadful,adj.,令人恐怖的；令人害怕的,"The service was dreadful, so we won’t use that vendor again.",服務糟透了，我們不會再用那家供應商。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,exceptional,adj.,異常的；例外的；特別優秀,Her performance was exceptional in the final presentation.,她在最終簡報的表現非常出色。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,exquisite,adj.,精細的；精美的；敏銳的；細緻的,The hotel served an exquisite dinner for the guests.,飯店為賓客準備了精緻的晚餐。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,farfetched,adj.,牽強的；不大可信的；不自然的,Their claim sounds farfetched without evidence.,沒有證據的話，他們的說法聽起來很牽強。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,ingenious,adj.,有巧思的；有創意的；靈敏的,It was an ingenious solution to a long-standing problem.,這是解決長期問題的一個巧妙方案。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,instant,adj.,立即的；（食品）快速方便的,We got an instant reply from the supplier confirming the shipment.,供應商立刻回覆，確認出貨事宜。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,legitimate,adj.,合法的；正當的；婚生的,Only legitimate expenses with receipts will be reimbursed.,只有附收據的合法支出才會予以報銷。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,moderate,adj.,中等的；適度的；有節制的；溫和的,Sales showed a moderate increase despite the slow market.,儘管市場疲弱，銷售仍有溫和成長。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,oblivious,adj.,遺忘的；遺忘的；不注意的；不在意的,He was oblivious to the time and missed the video meeting.,他沒注意時間，結果錯過了視訊會議。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,random,adj.,隨便的；無目的的,Please don’t make random changes to the shared spreadsheet.,請不要隨意更動共用試算表。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,relevant,adj.,有關的；切題的；有實際價值或重要性的,Include only relevant data in the final report.,請在最終報告中只納入相關數據。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,temporary,adj.,暫時的臨時的,This is a temporary fix until the new server arrives.,在新伺服器到之前，這只是暫時的修補方案。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,unprecedented,adj.,史無前例的；空前的,Remote work became an unprecedented norm after the pandemic.,疫情後遠距工作成了前所未有的常態。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,versatile,adj.,多才多藝的；有多種用途的,This versatile tool can be used for both design and analysis.,這個多功能工具可同時用於設計與分析。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,accurate,adj.,準確的；正確無誤的；精確的,Please make sure the figures are accurate before you submit them.,送出前請確認數據精確無誤。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,alert,adj.,警覺的；留心的；機警的；敏捷的,Stay alert for phishing emails pretending to be from HR.,請提高警覺，留意假冒人資的釣魚郵件。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,distinctive,adj.,與眾不同的；有特色的；顯著的,Their logo has a distinctive color scheme that’s easy to recognize.,他們的標誌配色很有辨識度，一眼就認得出來。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,dynamic,adj.,充滿活力的；動力的,We need a dynamic plan that can adjust to market changes.,我們需要一個能因應市場變化而調整的動態計畫。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,excessive,adj.,過多的；過度的；過分的,Excessive overtime is not allowed under the new policy.,新政策下不允許過度加班。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,extraordinary,adj.,特別的；格外的；值得注意的,Her extraordinary performance won her the employee award.,她的表現非常傑出，因此獲得員工獎。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,fragile,adj.,易碎的；易損壞的；脆弱的,Handle the glassware with care because it’s fragile.,請小心搬運玻璃器皿，因為很易碎。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,inferior,adj.,品質差的；下等的；下級的,This inferior material won’t meet our quality standards.,這種較差的材料無法符合我們的品質標準。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,initial,adj.,開始的；最初的,The initial draft will be ready by Friday.,初稿會在週五前完成。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,irresistible,adj.,極為誘人的；無法抗拒的,"The offer was irresistible, so they signed immediately.",這個條件太誘人了，他們立刻就簽了。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,miscellaneous,adj.,不同種類的；各式各樣的；混雜的,Please put miscellaneous receipts in this envelope.,請把各式雜項收據放進這個信封。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,noteworthy,adj.,值得注意的；顯著的,Her contribution was noteworthy and mentioned in the report.,她的貢獻很值得一提，報告中特別寫到。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,rapid,adj.,迅速的；快速的；快的,We need a rapid response to customer complaints.,我們需要快速回應客戶抱怨。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,self-explanatory,adj.,不需要加以說明的；不言自明的,"The instructions are self-explanatory, so no training is required.",說明一看就懂，不需要額外訓練。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,sufficient,adj.,足夠的,Do we have sufficient stock to cover next month’s orders?,我們的庫存足夠支應下個月訂單嗎？
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,vague,adj.,含糊不清的；模糊不清的,His answer was too vague to be useful.,他的回答太模糊，幫不上忙。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,vivid,adj.,生龍活虎的；鮮豔的；鮮明的；生動逼真的,She gave a vivid description of the incident in her email.,她在郵件中生動描述了事件經過。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,subsequent,adj.,隨後的；後來的,Subsequent updates will be posted on the intranet.,後續更新將公布在內網。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,profound,adj.,深刻的；深奧的；淵博的,The report provides a profound analysis of customer behavior.,這份報告對客戶行為做了深刻分析。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,reluctant,adj.,不情願的；勉強的,He was reluctant to approve the budget without more data.,沒有更多數據之前，他不太願意核准預算。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,spectacular,adj.,壯觀的；引人入勝的,The product launch was spectacular and drew major media attention.,新品發表非常精彩，引起媒體高度關注。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,superficial,adj.,表面的；膚淺的,Their feedback was superficial and didn’t address the real issue.,他們的回饋很表面，沒有談到真正問題。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,ultimate,adj.,最終的；最後的,Our ultimate goal is to improve customer satisfaction.,我們的最終目標是提升客戶滿意度。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,unbearable,adj.,無法忍受的,The heat in the warehouse was unbearable without ventilation.,倉庫沒有通風時，熱得讓人受不了。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,unanimous,adj.,全體一致的,The committee reached a unanimous decision on the new policy.,委員會對新政策做出一致決議。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,feasible,adj.,可行的；可實行的,It’s feasible to finish the report by Friday if we get the data today.,如果今天拿到數據，我們在週五前完成報告是可行的。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,outright,adj./adv.,完全的；徹底的,She was fired outright for violating the company’s ethics policy.,她因違反公司倫理規範而被直接解雇。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,upright,adj./adv.,垂直的；正直的,He maintained an upright posture during the presentation.,他在簡報時保持端正的姿勢。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,substantially,adv.,相當大的；基本上；本質的,Operating costs dropped substantially after the upgrade.,系統升級後，營運成本大幅下降。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,approximately,adv.,大約；大概,The meeting will take approximately 45 minutes.,會議大約會進行 45 分鐘。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,ultimately,adv.,最後；最終,"Ultimately, customer satisfaction is what matters most.",說到底，最重要的是客戶滿意。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,drastically,adv.,徹底地；激烈地,Sales dropped drastically after the price increase.,漲價後，銷售量急遽下滑。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,promptly,adv.,立即地；準時地,Please reply promptly so we can confirm the booking.,請盡快回覆，好讓我們確認預訂。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,virtually,adv.,實質上；事實上,The system is virtually ready; we’re just fixing minor bugs.,系統幾乎完成，只剩一些小 bug 要修。
通用語言 / General Language,通用形容詞/副詞 / General Adj./Adv.,on and off,adv. (phr.),斷斷續續的；偶爾；有時,"The printer works on and off, so we may need to replace it.",這台印表機時好時壞，可能需要更換。
通用語言 / General Language,通用名詞 / General Nouns,aspect,n.,面貌；方向；朝向,One key aspect of the proposal is cost control.,這份提案的一個關鍵面向是成本控管。
通用語言 / General Language,通用名詞 / General Nouns,assumption,n.,假定；假設,We can’t make that decision based on an assumption.,我們不能只憑假設就做決定。
通用語言 / General Language,通用名詞 / General Nouns,call waiting,n.,電話插播,Please turn off call waiting during the conference call.,請在電話會議期間關閉來電插播功能。
通用語言 / General Language,通用名詞 / General Nouns,declaration,n.,宣佈；公佈；宣言,You must sign a declaration of confidentiality before joining the project.,加入專案前你必須簽署保密聲明。
通用語言 / General Language,通用名詞 / General Nouns,identity,n.,身份；本體；相同；同一,You’ll need to verify your identity to access the system.,你需要驗證身分才能進入系統。
通用語言 / General Language,通用名詞 / General Nouns,implication,n.,含義；暗示；牽連,The implication of this change is a longer delivery time.,這項變更的含意是交期會更長。
通用語言 / General Language,通用名詞 / General Nouns,intention,n.,意圖；目的,What is your intention for the next quarter’s targets?,你對下一季目標的意圖／規劃是什麼？
通用語言 / General Language,通用名詞 / General Nouns,obstacle,n.,障礙物；阻礙,Limited funding is our biggest obstacle right now.,經費不足是我們目前最大的障礙。
通用語言 / General Language,通用名詞 / General Nouns,priority,n.,優先權；優先考慮的事,Safety is our top priority on this site.,在這個場域，安全是我們的最高優先。
通用語言 / General Language,通用名詞 / General Nouns,assurance,n.,保證；擔保；自信；把握,The supplier gave us an assurance that the parts would arrive on time.,供應商保證零件會準時到貨。
通用語言 / General Language,通用名詞 / General Nouns,exhibition,n.,展覽會；表現,The exhibition attracted many international buyers.,這場展覽吸引了許多國際買家。
通用語言 / General Language,通用名詞 / General Nouns,incentive,n.,鼓勵；誘因,The company offers performance incentives to boost sales.,公司提供績效獎勵以提升銷售。
通用語言 / General Language,通用名詞 / General Nouns,merit,n.,功勞；價值；優點,Her idea has real merit and deserves consideration.,她的想法很有價值，值得考慮。
通用語言 / General Language,通用名詞 / General Nouns,handout,n.,講義；傳單；施捨物,Please read the handout before the workshop starts.,工作坊開始前請先閱讀講義。
通用語言 / General Language,通用名詞 / General Nouns,proposal,n.,提議；建議；求婚,We’ll present the proposal to the board next Tuesday.,我們下週二會把提案提交董事會。
通用語言 / General Language,通用名詞 / General Nouns,restriction,n.,限制；約束,"Due to budget restrictions, travel is limited to essential trips only.",因預算限制，差旅僅限必要行程。
通用語言 / General Language,通用名詞 / General Nouns,clarification,n.,澄清,Thanks for your clarification on the delivery address.,謝謝你釐清交貨地址的細節。
通用語言 / General Language,通用名詞 / General Nouns,concept,n.,概念；觀念,The training introduces a new concept for handling customer complaints.,這場訓練提出一個處理客訴的新概念。
通用語言 / General Language,通用名詞 / General Nouns,drawback,n.,缺點；不利條件,One drawback of the plan is the high maintenance cost.,這個方案的缺點之一是維護成本偏高。
通用語言 / General Language,通用名詞 / General Nouns,perception,n.,知覺；觀念；領悟,Public perception of the brand improved after the campaign.,宣傳活動後，大眾對品牌的觀感提升了。
通用語言 / General Language,通用名詞 / General Nouns,projection,n.,預測；投影；凸出物,Sales projection for Q3 is higher than last year.,第三季的銷售預估高於去年。
通用語言 / General Language,通用名詞 / General Nouns,resource,n.,資源；財力,We don’t have enough resources to run two projects at once.,我們沒有足夠資源同時跑兩個專案。
通用語言 / General Language,通用名詞 / General Nouns,theory,n.,理論；學說,The theory explains why demand drops during the off-season.,這個理論解釋了為什麼淡季需求會下降。
通用語言 / General Language,通用名詞 / General Nouns,uncertainty,n.,不確定性；不確定的事物,There is still uncertainty about the final delivery date.,最終交貨日期仍有不確定性。
